TABLE_NAME,FIELD_NAME,RDBMS_DATA_TYPE,SAS_DATA_TYPE,
MED_ADMIN,PATID,RDBMS Text(x),SAS Char(x),
MED_ADMIN,ENCOUNTERID,RDBMS Text(x),SAS Char(x),
MED_ADMIN,PRESCRIBINGID,RDBMS Text(x),SAS Char(x),
MED_ADMIN,MEDADMIN_PROVIDERID,RDBMS Text(x),SAS Char(x),
MED_ADMIN,MEDADMIN_START_DATE,RDBMS Date,SAS Date (Numeric),
MED_ADMIN,MEDADMIN_START_TIME,RDBMS Text(5),SAS Time (Numeric),
MED_ADMIN,MEDADMIN_STOP_DATE,RDBMS Date,SAS Date (Numeric),
MED_ADMIN,MEDADMIN_STOP_TIME,RDBMS Text(5),SAS Time (Numeric),
MED_ADMIN,MEDADMIN_TYPE,RDBMS Text(2),SAS Char(2),
MED_ADMIN,MEDADMIN_CODE,RDBMS Text(11),SAS Char(11),
MED_ADMIN,MEDADMIN_DOSE_ADMIN,RDBMS Number(x),SAS Numeric(length 8),
MED_ADMIN,MEDADMIN_DOSE_ADMIN_UNIT,RDBMS Text(x),SAS Char(x),
MED_ADMIN,MEDADMIN_ROUTE,RDBMS Text(x),SAS Char(x),
MED_ADMIN,MEDADMIN_SOURCE,RDBMS Text(2),SAS Char(2),
MED_ADMIN,RAW_MEDADMIN_MED_NAME,RDBMS Text(x),SAS Char(x),
MED_ADMIN,RAW_MEDADMIN_CODE,RDBMS Text(x),SAS Char(x),
MED_ADMIN,RAW_MEDADMIN_DOSE_ADMIN,RDBMS Text(x),SAS Char(x),
MED_ADMIN,RAW_MEDADMIN_DOSE_ADMIN_UNIT,RDBMS Text(x),SAS Char(x),
MED_ADMIN,RAW_MEDADMIN_ROUTE,RDBMS Text(x),SAS Char(x),
PROVIDER,PROVIDERID,RDBMS Text(x),SAS Char(x),
PROVIDER,PROVIDER_SEX,RDBMS Text(2),SAS Char(2),
PROVIDER,PROVIDER_SPECIALTY_PRIMARY,RDBMS Text(x),SAS Char(x),
PROVIDER,PROVIDER_NPI,RDBMS Number(x),SAS Numeric(length 8),
PROVIDER,PROVIDER_NPI_FLAG,RDBMS Text(1),SAS Char(1),
PROVIDER,RAW_PROVIDER_SPECIALTY_PRIMARY,RDBMS Text(x),SAS Char(x),
OBS_CLIN,OBSCLINID,RDBMS Text(x),SAS Char(x),
OBS_CLIN,PATID,RDBMS Text(x),SAS Char(x),
OBS_CLIN,ENCOUNTERID,RDBMS Text(x),SAS Char(x),
OBS_CLIN,OBSCLIN_PROVIDERID,RDBMS Text(x),SAS Char(x),
OBS_CLIN,OBSCLIN_START_DATE,RDBMS Date,SAS Date (Numeric),
OBS_CLIN,OBSCLIN_START_TIME,RDBMS Text(5),SAS Time (Numeric),
OBS_CLIN,OBSCLIN_STOP_DATE,RDBMS Date,SAS Date (Numeric),
OBS_CLIN,OBSCLIN_STOP_TIME,RDBMS Text(5) ,SAS Time (Numeric),
OBS_CLIN,OBSCLIN_TYPE,RDBMS Text(2),SAS Char(2),
OBS_CLIN,OBSCLIN_CODE,RDBMS Text(18),SAS Char(18),
OBS_CLIN,OBSCLIN_RESULT_QUAL,RDBMS Text(x),SAS Char(x),
OBS_CLIN,OBSCLIN_RESULT_TEXT,RDBMS Text(x),SAS Char(x),
OBS_CLIN,OBSCLIN_RESULT_SNOMED,RDBMS Text(18),SAS Char(18),
OBS_CLIN,OBSCLIN_RESULT_NUM,RDBMS Number(x),SAS Numeric(length 8),
OBS_CLIN,OBSCLIN_RESULT_MODIFIER,RDBMS Text(2),SAS Char(2),
OBS_CLIN,OBSCLIN_RESULT_UNIT,RDBMS Text(x),SAS Char(x),
OBS_CLIN,OBSCLIN_SOURCE,RDBMS Text(2),SAS Char(2),
OBS_CLIN,OBSCLIN_ABN_IND,RDBMS Text(2),SAS Char(2),
OBS_CLIN,RAW_OBSCLIN_NAME,RDBMS Text(x),SAS Char(x),
OBS_CLIN,RAW_OBSCLIN_CODE,RDBMS Text(x),SAS Char(x),
OBS_CLIN,RAW_OBSCLIN_TYPE,RDBMS Text(x),SAS Char(x),
OBS_CLIN,RAW_OBSCLIN_RESULT,RDBMS Text(x),SAS Char(x),
OBS_CLIN,RAW_OBSCLIN_MODIFIER,RDBMS Text(x),SAS Char(x),
OBS_CLIN,RAW_OBSCLIN_UNIT,RDBMS Text(x),SAS Char(x),
OBS_GEN,OBSGENID,RDBMS Text(x),SAS Char(x),
OBS_GEN,PATID,RDBMS Text(x),SAS Char(x),
OBS_GEN,ENCOUNTERID,RDBMS Text(x),SAS Char(x),
OBS_GEN,OBSGEN_PROVIDERID,RDBMS Text(x),SAS Char(x),
OBS_GEN,OBSGEN_START_DATE,RDBMS Date,SAS Date (Numeric),
OBS_GEN,OBSGEN_START_TIME,RDBMS Text(5) ,SAS Time (Numeric),
OBS_GEN,OBSGEN_STOP_DATE,RDBMS Date,SAS Date (Numeric),
OBS_GEN,OBSGEN_STOP_TIME,RDBMS Text(5) ,SAS Time (Numeric),
OBS_GEN,OBSGEN_TYPE,RDBMS Text(30),SAS Char(30),
OBS_GEN,OBSGEN_CODE,RDBMS Text(50),SAS Char(50),
OBS_GEN,OBSGEN_RESULT_QUAL,RDBMS Text(x),SAS Char(x),
OBS_GEN,OBSGEN_RESULT_TEXT,RDBMS Text(x),SAS Char(x),
OBS_GEN,OBSGEN_RESULT_NUM,RDBMS Number(x),SAS Numeric(length 8),
OBS_GEN,OBSGEN_RESULT_MODIFIER,RDBMS Text(2),SAS Char(2),
OBS_GEN,OBSGEN_RESULT_UNIT,RDBMS Text(x),SAS Char(x),
OBS_GEN,OBSGEN_TABLE_MODIFIED,RDBMS Text(3),SAS Char(3),
OBS_GEN,OBSGEN_ID_MODIFIED,RDBMS Text(x),SAS Char(x),
OBS_GEN,OBSGEN_SOURCE,RDBMS Text(2),SAS Char(2),
OBS_GEN,OBSGEN_ABN_IND,RDBMS Text(2),SAS Char(2),
OBS_GEN,RAW_OBSGEN_NAME,RDBMS Text(x),SAS Char(x),
OBS_GEN,RAW_OBSGEN_CODE,RDBMS Text(x),SAS Char(x),
OBS_GEN,RAW_OBSGEN_TYPE,RDBMS Text(x),SAS Char(x),
OBS_GEN,RAW_OBSGEN_RESULT,RDBMS Text(x),SAS Char(x),
OBS_GEN,RAW_OBSGEN_UNIT,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,PATID,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_01,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_02,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_03,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_04,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_05,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_06,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_07,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_08,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_09,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_12,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_14,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_15,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_16,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_17,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_18,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_23,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_24,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_25,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_26,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_29,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_30,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_101,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_102,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_103,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_104,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_105,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_106,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_107,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_108,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_109,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_110,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_111,RDBMS Text(x),SAS Char(x),
HASH_TOKEN,TOKEN_ENCRYPTION_KEY,RDBMS Text(x),SAS Char(x),
LDS_ADDRESS_HISTORY,ADDRESSID,RDBMS Text(x),SAS Char(x),
LDS_ADDRESS_HISTORY,PATID,RDBMS Text(x),SAS Char(x),
LDS_ADDRESS_HISTORY,ADDRESS_USE,RDBMS Text(2),SAS Char(2),
LDS_ADDRESS_HISTORY,ADDRESS_TYPE,RDBMS Text(2),SAS Char(2),
LDS_ADDRESS_HISTORY,ADDRESS_PREFERRED,RDBMS Text(2),SAS Char(2),
LDS_ADDRESS_HISTORY,ADDRESS_CITY,RDBMS Text(x),SAS Char(x),
LDS_ADDRESS_HISTORY,ADDRESS_STATE,RDBMS Text(2),SAS Char(2),
LDS_ADDRESS_HISTORY,ADDRESS_ZIP5,RDBMS Text(5),SAS Char(5),
LDS_ADDRESS_HISTORY,ADDRESS_ZIP9,RDBMS Text(9),SAS Char(9),
LDS_ADDRESS_HISTORY,ADDRESS_COUNTY,RDBMS Text(x),SAS Char(x),
LDS_ADDRESS_HISTORY,ADDRESS_PERIOD_START,RDBMS Date,SAS Date (Numeric),
LDS_ADDRESS_HISTORY,ADDRESS_PERIOD_END,RDBMS Date,SAS Date (Numeric),
IMMUNIZATION,IMMUNIZATIONID,RDBMS Text(x),SAS Char(x),
IMMUNIZATION,PATID,RDBMS Text(x),SAS Char(x),
IMMUNIZATION,ENCOUNTERID,RDBMS Text(x),SAS Char(x),
IMMUNIZATION,PROCEDURESID,RDBMS Text(x),SAS Char(x),
IMMUNIZATION,VX_PROVIDERID,RDBMS Text(x),SAS Char(x),
IMMUNIZATION,VX_RECORD_DATE,RDBMS Date,SAS Date (Numeric),
IMMUNIZATION,VX_ADMIN_DATE,RDBMS Date,SAS Date (Numeric),
IMMUNIZATION,VX_CODE_TYPE,RDBMS Text(2),SAS Char(2),
IMMUNIZATION,VX_CODE,RDBMS Text(11),SAS Char(11),
IMMUNIZATION,VX_STATUS,RDBMS Text(2),SAS Char(2),
IMMUNIZATION,VX_STATUS_REASON,RDBMS Text(2),SAS Char(2),
IMMUNIZATION,VX_SOURCE,RDBMS Text(2),SAS Char(2),
IMMUNIZATION,VX_DOSE,RDBMS Number(x),SAS Numeric(length 8),
IMMUNIZATION,VX_DOSE_UNIT,RDBMS Text(x),SAS Char(x),
IMMUNIZATION,VX_ROUTE,RDBMS Text(x),SAS Char(x),
IMMUNIZATION,VX_BODY_SITE,RDBMS Text (x),SAS Char(x),
IMMUNIZATION,VX_MANUFACTURER,RDBMS Text(x),SAS Char(x),
IMMUNIZATION,VX_LOT_NUM,RDBMS Text(x),SAS Char(x),
IMMUNIZATION,VX_EXP_DATE,RDBMS Date,SAS Date (Numeric),
IMMUNIZATION,RAW_VX_NAME,RDBMS Text(x),SAS Char(x),
IMMUNIZATION,RAW_VX_CODE,RDBMS Text(x),SAS Char(x),
IMMUNIZATION,RAW_VX_CODE_TYPE,RDBMS Text(x),SAS Char(x),
IMMUNIZATION,RAW_VX_DOSE,RDBMS Text(x),SAS Char(x),
IMMUNIZATION,RAW_VX_DOSE_UNIT,RDBMS Text(x),SAS Char(x),
IMMUNIZATION,RAW_VX_ROUTE,RDBMS Text(x),SAS Char(x),
IMMUNIZATION,RAW_VX_BODY_SITE,RDBMS Text(x),SAS Char(x),
IMMUNIZATION,RAW_VX_STATUS,RDBMS Text(x),SAS Char(x),
IMMUNIZATION,RAW_VX_STATUS_REASON,RDBMS Text(x),SAS Char(x),
IMMUNIZATION,RAW_VX_MANUFACTURER,RDBMS Text(x),SAS Char(x),
HARVEST,NETWORKID,RDBMS Text(10),SAS Char(10),
HARVEST,NETWORK_NAME,RDBMS Text(20),SAS Char(20),
HARVEST,DATAMARTID,RDBMS Text(10),SAS Char(10),
HARVEST,DATAMART_NAME,RDBMS Text(20),SAS Char(20),
HARVEST,DATAMART_PLATFORM,RDBMS Text(2),SAS Char(2),
HARVEST,CDM_VERSION,RDBMS Text(3),SAS Char(3),
HARVEST,DATAMART_CLAIMS,RDBMS Text(2),SAS Char(2),
HARVEST,DATAMART_EHR,RDBMS Text(2),SAS Char(2),
HARVEST,BIRTH_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,ENR_START_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,ENR_END_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,ADMIT_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,DISCHARGE_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,DX_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,PX_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,RX_ORDER_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,RX_START_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,RX_END_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,DISPENSE_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,LAB_ORDER_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,SPECIMEN_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,RESULT_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,MEASURE_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,ONSET_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,REPORT_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,RESOLVE_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,PRO_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,DEATH_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,MEDADMIN_START_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,MEDADMIN_STOP_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,OBSCLIN_START_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,OBSCLIN_STOP_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,OBSGEN_START_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,OBSGEN_STOP_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,ADDRESS_PERIOD_START_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,ADDRESS_PERIOD_END_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,VX_RECORD_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,VX_ADMIN_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,VX_EXP_DATE_MGMT,RDBMS Text(2),SAS Char(2),
HARVEST,REFRESH_DEMOGRAPHIC_DATE,RDBMS Date,SAS Date (Numeric),
HARVEST,REFRESH_ENROLLMENT_DATE,RDBMS Date,SAS Date (Numeric),
HARVEST,REFRESH_ENCOUNTER_DATE,RDBMS Date,SAS Date (Numeric),
HARVEST,REFRESH_DIAGNOSIS_DATE,RDBMS Date,SAS Date (Numeric),
HARVEST,REFRESH_PROCEDURES_DATE,RDBMS Date,SAS Date (Numeric),
HARVEST,REFRESH_VITAL_DATE,RDBMS Date,SAS Date (Numeric),
HARVEST,REFRESH_DISPENSING_DATE,RDBMS Date,SAS Date (Numeric),
HARVEST,REFRESH_LAB_RESULT_CM_DATE,RDBMS Date,SAS Date (Numeric),
HARVEST,REFRESH_CONDITION_DATE,RDBMS Date,SAS Date (Numeric),
HARVEST,REFRESH_PRO_CM_DATE,RDBMS Date,SAS Date (Numeric),
HARVEST,REFRESH_PRESCRIBING_DATE,RDBMS Date,SAS Date (Numeric),
HARVEST,REFRESH_PCORNET_TRIAL_DATE,RDBMS Date,SAS Date (Numeric),
HARVEST,REFRESH_DEATH_DATE,RDBMS Date,SAS Date (Numeric),
HARVEST,REFRESH_DEATH_CAUSE_DATE,RDBMS Date,SAS Date (Numeric),
HARVEST,REFRESH_MED_ADMIN_DATE,RDBMS Date,SAS Date (Numeric),
HARVEST,REFRESH_OBS_CLIN_DATE,RDBMS Date,SAS Date (Numeric),
HARVEST,REFRESH_PROVIDER_DATE,RDBMS Date,SAS Date (Numeric),
HARVEST,REFRESH_OBS_GEN_DATE,RDBMS Date,SAS Date (Numeric),
HARVEST,REFRESH_HASH_TOKEN_DATE,RDBMS Date,SAS Date (Numeric),
HARVEST,REFRESH_LDS_ADDRESS_HX_DATE,RDBMS Date,SAS Date (Numeric),
HARVEST,REFRESH_IMMUNIZATION_DATE,RDBMS Date,SAS Date (Numeric),
LAB_HISTORY,LABHISTORYID,RDBMS Text(x),SAS Char(x),
LAB_HISTORY,LAB_LOINC,RDBMS Text(10),SAS Char(10),
LAB_HISTORY,LAB_FACILITYID,RDBMS Text(x),SAS Char(x),
LAB_HISTORY,SEX,RDBMS Text(2),SAS Char(2),
LAB_HISTORY,RACE,RDBMS Text(2),SAS Char(2),
LAB_HISTORY,AGE_MIN_WKS,RDBMS Number(x),SAS Numeric(length 8),
LAB_HISTORY,AGE_MAX_WKS,RDBMS Number(x),SAS Numeric(length 8),
LAB_HISTORY,RESULT_UNIT,RDBMS Text(x),SAS Char(x),
LAB_HISTORY,NORM_RANGE_LOW,RDBMS Text(10),SAS Char(10),
LAB_HISTORY,NORM_MODIFIER_LOW,RDBMS Text(2),SAS Char(2),
LAB_HISTORY,NORM_RANGE_HIGH,RDBMS Text(10),SAS Char(10),
LAB_HISTORY,NORM_MODIFIER_HIGH,RDBMS Text(2),SAS Char(2),
LAB_HISTORY,PERIOD_START,RDBMS Date,SAS Date (Numeric),
LAB_HISTORY,PERIOD_END,RDBMS Date,SAS Date (Numeric),
LAB_HISTORY,RAW_LAB_NAME,RDBMS Text(x),SAS Char(x),
LAB_HISTORY,RAW_UNIT,RDBMS Text(x),SAS Char(x),
LAB_HISTORY,RAW_RANGE,RDBMS Text(x),SAS Char(x),
VERITAS_EXPANDED,PATID,RDBMS Text(x),SAS Char(x),
VERITAS_EXPANDED,DOB,RDBMS Date,SAS Date (Numeric),
VERITAS_EXPANDED,DOD,RDBMS Date,SAS Date (Numeric),
VERITAS_EXPANDED,GENDER,RDBMS Text(x),SAS Char(x),
VERITAS_EXPANDED,GENDER_PROB_SCORE,RDBMS Text(x),SAS Char(x),
VERITAS_EXPANDED,STATE,RDBMS Text(x),SAS Char(x),
VERITAS_EXPANDED,ZIP3,RDBMS Text(x),SAS Char(x),
VERITAS_EXPANDED,SSA_DEATH_VERIFICATION,RDBMS Text(x),SAS Char(x),
VERITAS_EXPANDED,SOURCE_GOVT_FLAG,RDBMS Text(x),SAS Char(x),
VERITAS_EXPANDED,SOURCE_INTERMENT_FLAG,RDBMS Text(x),SAS Char(x),
VERITAS_EXPANDED,SOURCE_MEMORIAL_FLAG,RDBMS Text(x),SAS Char(x),
VERITAS_EXPANDED,SOURCE_CLAIMS_FLAG,RDBMS Text(x),SAS Char(x),




